run,job_index,job_id,dataset_id,method,track,seed,preprocessing_profile,fit_scope,output_type,scib_commit,kbet_commit,scoring_backend,paper_environment_lock_sha256,split_seed,model_seed,anchor_seed,split_id,heldout_batch,dimension,expected_dimension,actual_dimension,embedding_sha256,job_spec_sha256,scib_result_sha256,metric__PCR_batch,status__PCR_batch,metric__ASW_label/batch,status__ASW_label/batch,metric__iLISI,status__iLISI,metric__graph_conn,status__graph_conn,metric__kBET,status__kBET,metric__NMI_cluster/label,status__NMI_cluster/label,metric__ARI_cluster/label,status__ARI_cluster/label,metric__ASW_label,status__ASW_label,metric__isolated_label_F1,status__isolated_label_F1,metric__isolated_label_silhouette,status__isolated_label_silhouette,metric__cLISI,status__cLISI,metric__hvg_overlap,status__hvg_overlap,metric__cell_cycle_conservation,status__cell_cycle_conservation,metric__trajectory,status__trajectory
baseline_extension_v1_1,10,v1_1__sclsc_refonly__pancreas__heldout_inDrop3__s40,pancreas,sclsc_refonly,heldout,40,hvg2000_pca40,reference_only_with_reference_internal_validation,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,afc5f431bcbefd73267acc066a0f2e4eaa10a355,paper_scib_0_2_0,9fbdc1dd3a9c39607163dc2dfd81f5fb7055d8adde5c485d7a092b85fa504e00,,40,,heldout_inDrop3,inDrop3,16,16,16,ca7fb8bc049badf2f6f2b9e56b3a15d691578ed77d4337ec3d975e22acc862b7,88853a5a4c6a641f8cac85d9261b9f1896b9758e8ee5b3d2745e91bc17624192,f95af0819869814bb32c042d8b4d2f03b233f6662ccc9aa94964980ce5bf71af,0.9398522303941348,computed,0.7338141833272599,computed,3.0444948909787755,computed,0.9933796331201734,computed,0.0009071187827492944,computed,0.6787635629965311,computed,0.2352494714735975,computed,0.9377127587795258,computed,0.10606060606060606,computed,0.4959421381354332,computed,1.0,computed,,not_applicable,0.32319722824378455,computed,,not_applicable
baseline_extension_v1_1,11,v1_1__sclsc_refonly__pancreas__heldout_inDrop3__s41,pancreas,sclsc_refonly,heldout,41,hvg2000_pca40,reference_only_with_reference_internal_validation,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,afc5f431bcbefd73267acc066a0f2e4eaa10a355,paper_scib_0_2_0,9fbdc1dd3a9c39607163dc2dfd81f5fb7055d8adde5c485d7a092b85fa504e00,,41,,heldout_inDrop3,inDrop3,16,16,16,ecd1e1c1a645bf077c87949a4e586f83c4b03d1af8a860326e47bfb58119b71a,146701c4e640dbf71e30f5555e39e926c647faadf53bd7e064c1eb142884ec98,fe8e1963917e42c9842ecf6fde5866d9e86047a979eced73c75c7c4671e188ba,0.9326666043226789,computed,0.7296399546032416,computed,3.087836953661709,computed,0.9943601938885925,computed,0.0018959309571329186,computed,0.6983478988674972,computed,0.26706698549155317,computed,0.9349508285522461,computed,0.09090909090909091,computed,0.4959421381354332,computed,1.0,computed,,not_applicable,0.3516349154870509,computed,,not_applicable
baseline_extension_v1_1,12,v1_1__sclsc_refonly__pancreas__heldout_inDrop3__s42,pancreas,sclsc_refonly,heldout,42,hvg2000_pca40,reference_only_with_reference_internal_validation,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,afc5f431bcbefd73267acc066a0f2e4eaa10a355,paper_scib_0_2_0,9fbdc1dd3a9c39607163dc2dfd81f5fb7055d8adde5c485d7a092b85fa504e00,,42,,heldout_inDrop3,inDrop3,16,16,16,e9f488880c903953b8492d45b67107dbd0dddf8f5f4aefa463e8dfa0394beaf7,593a2228fc82fcc5e23d10bda8af59ac984598f2e63f3c64bf956a74b02b42ae,01bd009c54feabdee36e6fec52103de56e3114c8001c32fa5aeb44dc3ceba27c,0.9421689145644387,computed,0.7216780034715218,computed,3.1441016433112496,computed,0.9700600422941971,computed,0.0006963341398698031,computed,0.6939077146039553,computed,0.26553706038597574,computed,0.9394952058792114,computed,0.1111111111111111,computed,0.4959421381354332,computed,1.0,computed,,not_applicable,0.3005457721455267,computed,,not_applicable
baseline_extension_v1_1,13,v1_1__sclsc_refonly__pancreas__heldout_inDrop3__s43,pancreas,sclsc_refonly,heldout,43,hvg2000_pca40,reference_only_with_reference_internal_validation,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,afc5f431bcbefd73267acc066a0f2e4eaa10a355,paper_scib_0_2_0,9fbdc1dd3a9c39607163dc2dfd81f5fb7055d8adde5c485d7a092b85fa504e00,,43,,heldout_inDrop3,inDrop3,16,16,16,d5c60ea9dd0ce5b82b23dd9c97f890b73af2dab9574e5392349b965eb12773cd,0b5fd78560af73d98afcfb32d77ce1d7f90ffc94ee2c692e73b6be93cc04dba5,b2b98a21ae4ddac37b3d4eb00044df0413e1716acc8062fc0bff6f1fdb9439d1,0.9278421821517581,computed,0.7453609260347992,computed,3.2019906462420984,computed,0.8644114141563964,computed,0.001151366973328738,computed,0.6739932347354477,computed,0.2329619026441093,computed,0.9419813752174377,computed,0.19230769230769232,computed,0.4959421381354332,computed,1.0,computed,,not_applicable,0.41795450020586666,computed,,not_applicable
baseline_extension_v1_1,14,v1_1__sclsc_refonly__pancreas__heldout_inDrop3__s44,pancreas,sclsc_refonly,heldout,44,hvg2000_pca40,reference_only_with_reference_internal_validation,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,afc5f431bcbefd73267acc066a0f2e4eaa10a355,paper_scib_0_2_0,9fbdc1dd3a9c39607163dc2dfd81f5fb7055d8adde5c485d7a092b85fa504e00,,44,,heldout_inDrop3,inDrop3,16,16,16,9d4cded17b3bde5be7e44a86352eca4a615eda7b7c46bf680bf80b827ed15f53,8bb9f81f280033f915d63a6a437f6afac678431b678c43d7716da67076b9c148,5f6e9b95fe5cee431f59245a3271ac6f174285eefa142639d231fea382a111d6,0.9352203394496967,computed,0.7307233107386824,computed,3.0233966121810685,computed,0.9178341284411969,computed,0.00044202540746818286,computed,0.6880197439727469,computed,0.24180733099946872,computed,0.9462501108646393,computed,0.1176470588235294,computed,0.4959421381354332,computed,1.0,computed,,not_applicable,0.35643737544340337,computed,,not_applicable
baseline_extension_v1_1,15,v1_1__sclsc_refonly__immune_cell_human__heldout_10X__s40,immune_cell_human,sclsc_refonly,heldout,40,hvg2000_pca40,reference_only_with_reference_internal_validation,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,afc5f431bcbefd73267acc066a0f2e4eaa10a355,paper_scib_0_2_0,9fbdc1dd3a9c39607163dc2dfd81f5fb7055d8adde5c485d7a092b85fa504e00,,40,,heldout_10X,10X,16,16,16,f3ddb116863a80979ddbd36a848a619daca6a59ccc0318b7677b458f966e002f,5b0fae34b9501aaf5df2d06397866098f4d5ea3086c7b7be22c2dd2a4147a6eb,fc587281d62c3354aafa55a19eb7ccf8859953dc4314fa9ff900773855a277c0,0.668724646310843,computed,0.7972757809071104,computed,2.103458186393428,computed,0.9888792943735841,computed,0.009607443120019266,computed,0.7357746461488999,computed,0.2932896161556317,computed,0.9302999079227448,computed,0.9895482073653654,computed,0.49309893511235714,computed,0.9999999999999998,computed,,not_applicable,0.46752975038405886,computed,0.2675894508531632,computed
baseline_extension_v1_1,16,v1_1__sclsc_refonly__immune_cell_human__heldout_10X__s41,immune_cell_human,sclsc_refonly,heldout,41,hvg2000_pca40,reference_only_with_reference_internal_validation,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,afc5f431bcbefd73267acc066a0f2e4eaa10a355,paper_scib_0_2_0,9fbdc1dd3a9c39607163dc2dfd81f5fb7055d8adde5c485d7a092b85fa504e00,,41,,heldout_10X,10X,16,16,16,761fc01101d14ef4078f12ca43211326bc1f69086255cdf59b046377ad4b7f37,04bc285659ca3ed9536fa2c3497f279621752abb3fc291109e79347772bdebe3,d821217a2a92cd670614e190e8d7d39832f5129dafac3476510078742eaef9e2,0.698601409776594,computed,0.7758799464080798,computed,1.9237597658118726,computed,0.9905729710084906,computed,0.0052425003906790835,computed,0.7260758572249212,computed,0.27580200647999176,computed,0.9304932951927185,computed,0.9574925185387424,computed,0.49309893511235714,computed,0.9999999999999998,computed,,not_applicable,0.5283547371953191,computed,0.22249664523168805,computed
baseline_extension_v1_1,17,v1_1__sclsc_refonly__immune_cell_human__heldout_10X__s42,immune_cell_human,sclsc_refonly,heldout,42,hvg2000_pca40,reference_only_with_reference_internal_validation,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,afc5f431bcbefd73267acc066a0f2e4eaa10a355,paper_scib_0_2_0,9fbdc1dd3a9c39607163dc2dfd81f5fb7055d8adde5c485d7a092b85fa504e00,,42,,heldout_10X,10X,16,16,16,ef88eb20bc93ef7c4ccd08a58a49c886de8a3805be109645a2990f2fb600a7d0,3edbff8b6adf88af458f60483f91523afede47eda9a74ff111009708e3974554,504cb09ee216df8343fd9ac25f5b4d9d1863e568a910a03344b4b78fe7eff285,0.6580436318208177,computed,0.758603339854714,computed,1.9326443399465987,computed,0.9914053035004349,computed,0.011895163347349635,computed,0.7221044413687362,computed,0.26480379164695095,computed,0.9233711957931519,computed,0.9586942842055137,computed,0.49309893511235714,computed,0.9999999999999998,computed,,not_applicable,0.4357120346642973,computed,0.6707816796243915,computed
baseline_extension_v1_1,18,v1_1__sclsc_refonly__immune_cell_human__heldout_10X__s43,immune_cell_human,sclsc_refonly,heldout,43,hvg2000_pca40,reference_only_with_reference_internal_validation,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,afc5f431bcbefd73267acc066a0f2e4eaa10a355,paper_scib_0_2_0,9fbdc1dd3a9c39607163dc2dfd81f5fb7055d8adde5c485d7a092b85fa504e00,,43,,heldout_10X,10X,16,16,16,3608d82c5acfb1893f0d35ece467aa824880f53b1bf0fdcefd7eb5040ebedb25,81e19420b6a4f0b2950fd402c296cc16c39c411f8a9dfcd12d2bcefdd8106759,8c603a87f20caa645e7512dfc2798acd101918aa79993a408142f18abe317279,0.7629951677607536,computed,0.7638721193032856,computed,2.1925093430829894,computed,0.9891836857510268,computed,0.0030783432161072266,computed,0.7212939064277937,computed,0.2633770673644243,computed,0.9298059642314911,computed,0.9666140255072025,computed,0.49309893511235714,computed,0.9999999999999998,computed,,not_applicable,0.4830379913731207,computed,,not_applicable
baseline_extension_v1_1,19,v1_1__sclsc_refonly__immune_cell_human__heldout_10X__s44,immune_cell_human,sclsc_refonly,heldout,44,hvg2000_pca40,reference_only_with_reference_internal_validation,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,afc5f431bcbefd73267acc066a0f2e4eaa10a355,paper_scib_0_2_0,9fbdc1dd3a9c39607163dc2dfd81f5fb7055d8adde5c485d7a092b85fa504e00,,44,,heldout_10X,10X,16,16,16,62fd53ef1a2198dd2a72d109263581034d0faa8dad5025f5acbf899aa5fcf684,9a74200e5b6e14725b219cbee639b2b2ee9395665a778df57f79974746e3d9aa,ff484306b15208f6ce036a733d201bc1c33ddcc5aa2053b79365e383ea5efdf7,0.6179306501325399,computed,0.7815750984409628,computed,1.954129513158155,computed,0.9904866049851803,computed,0.0063461366686451415,computed,0.7295950546044426,computed,0.2865680235682479,computed,0.9284931719303131,computed,0.9894307768408055,computed,0.49309893511235714,computed,0.9999999999999998,computed,,not_applicable,0.43438553332900376,computed,0.5169960646138579,computed
baseline_extension_v1_1,20,v1_1__sclsc_refonly__immune_cell_human__heldout_Oetjen_A__s40,immune_cell_human,sclsc_refonly,heldout,40,hvg2000_pca40,reference_only_with_reference_internal_validation,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,afc5f431bcbefd73267acc066a0f2e4eaa10a355,paper_scib_0_2_0,9fbdc1dd3a9c39607163dc2dfd81f5fb7055d8adde5c485d7a092b85fa504e00,,40,,heldout_Oetjen_A,Oetjen_A,16,16,16,b53fa1c012b4a851efbeab9d044aa0bad330e2fbe7469e6579f16891d5053d83,90de678cdab0265a3bc30a0212e670ba7d594193e39c30963dafeb6fc2189943,321a4875c0edbabcc2c47a5327d8bc870859ee96f9e1779bccf632e90c942133,0.7241739919704088,computed,0.6637294671986169,computed,2.0878393664486503,computed,0.9875445027841795,computed,0.01192093386992732,computed,0.7490481624322723,computed,0.327757193364969,computed,0.9410499632358551,computed,0.947412485465768,computed,0.493098936509341,computed,0.9999999999999998,computed,,not_applicable,0.5551065787786971,computed,0.5254867931185895,computed
baseline_extension_v1_1,21,v1_1__sclsc_refonly__immune_cell_human__heldout_Oetjen_A__s41,immune_cell_human,sclsc_refonly,heldout,41,hvg2000_pca40,reference_only_with_reference_internal_validation,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,afc5f431bcbefd73267acc066a0f2e4eaa10a355,paper_scib_0_2_0,9fbdc1dd3a9c39607163dc2dfd81f5fb7055d8adde5c485d7a092b85fa504e00,,41,,heldout_Oetjen_A,Oetjen_A,16,16,16,5ad24ac17886f74b563c54d7f5ec0f0085466ebbe0edb2fac07046fafa376322,ba2c3431a0217eaeef456f75905232a50986164567b3edd4171087dee198dd5f,12f7ec65e9ae3d845abeefc7919c351e21a72d02b4ac2f7bbd0d086338273b74,0.7834532432530512,computed,0.736627334863437,computed,2.240458111045301,computed,0.9891348872241408,computed,0.0156413937615989,computed,0.7204099800105771,computed,0.2570405021452808,computed,0.9427721202373505,computed,0.9503076043727385,computed,0.493098936509341,computed,0.9999999999999998,computed,,not_applicable,0.3900298749569212,computed,0.37110321819819053,computed
baseline_extension_v1_1,22,v1_1__sclsc_refonly__immune_cell_human__heldout_Oetjen_A__s42,immune_cell_human,sclsc_refonly,heldout,42,hvg2000_pca40,reference_only_with_reference_internal_validation,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,afc5f431bcbefd73267acc066a0f2e4eaa10a355,paper_scib_0_2_0,9fbdc1dd3a9c39607163dc2dfd81f5fb7055d8adde5c485d7a092b85fa504e00,,42,,heldout_Oetjen_A,Oetjen_A,16,16,16,6a66f15ffac9fba1d32867d6990f1bdd44593198f3498a059e43a17e2c73e12c,25022ba2438124ad0b7766c4563bca49dcd18ca21354d8ea7c53910267cdde23,808a9dd6ff874517f0641297216bc18984cc4007701fbde144ab3902b9e74812,0.6837389604442323,computed,0.728956727449326,computed,2.059597908204264,computed,0.9870569564863907,computed,0.0092602313671023,computed,0.7291173506657775,computed,0.2748240644505003,computed,0.9419651329517365,computed,0.9398245178733122,computed,0.493098936509341,computed,0.9999999999999998,computed,,not_applicable,0.4594530703815961,computed,0.5805561929135878,computed
baseline_extension_v1_1,23,v1_1__sclsc_refonly__immune_cell_human__heldout_Oetjen_A__s43,immune_cell_human,sclsc_refonly,heldout,43,hvg2000_pca40,reference_only_with_reference_internal_validation,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,afc5f431bcbefd73267acc066a0f2e4eaa10a355,paper_scib_0_2_0,9fbdc1dd3a9c39607163dc2dfd81f5fb7055d8adde5c485d7a092b85fa504e00,,43,,heldout_Oetjen_A,Oetjen_A,16,16,16,573f16310ea2edfea9bd5c989496f3f286ae69bbe2208abb7379ac131e0035f6,1f108ca8fef74cf2a4538a07b88881ba535bc312d1b88dcd3f8b30865eae96e4,045db12da3d157c519db519fc0eaa095715599a5fe837a96a3b385186c48066a,0.7340218147341685,computed,0.7334431219442739,computed,2.1275729648832953,computed,0.9867700733193705,computed,0.3001132616130573,computed,0.7230562774129617,computed,0.26588307222325375,computed,0.9406289756298065,computed,0.9067959882289053,computed,0.493098936509341,computed,0.9999999999999998,computed,,not_applicable,0.5812940968445179,computed,0.4971170417596305,computed
baseline_extension_v1_1,24,v1_1__sclsc_refonly__immune_cell_human__heldout_Oetjen_A__s44,immune_cell_human,sclsc_refonly,heldout,44,hvg2000_pca40,reference_only_with_reference_internal_validation,embed,e2a37e0ed63dc34b60aa535cc656400552af757a,afc5f431bcbefd73267acc066a0f2e4eaa10a355,paper_scib_0_2_0,9fbdc1dd3a9c39607163dc2dfd81f5fb7055d8adde5c485d7a092b85fa504e00,,44,,heldout_Oetjen_A,Oetjen_A,16,16,16,7a76801d71e1e28b960db8f73db6ad626303358115741651b6f1c82610133b1b,19a41a5bdc0ab4d43caa798222593d506364825930589115ca3a49ed760030c3,230363a25b01b62413ed4e55aa146ed694acff2672404afca8af78338846314b,0.7088924279885411,computed,0.7393974307192999,computed,2.100321359551552,computed,0.9900489074086745,computed,0.011109065085275316,computed,0.737747367620973,computed,0.30398513811575645,computed,0.9444301724433899,computed,0.9149964700383025,computed,0.493098936509341,computed,0.9999999999999998,computed,,not_applicable,0.40583890400428835,computed,0.548013684156279,computed
